year,quarter,state,period,pm2.5_measure,personal_income_per_capita,region,division
2019,1,South Carolina,2019 Q1,6.706715384615384,46146,South,South Atlantic
2019,2,South Carolina,2019 Q2,7.348623076923077,46472,South,South Atlantic
2019,3,South Carolina,2019 Q3,9.005792307692307,46851,South,South Atlantic
2019,4,South Carolina,2019 Q4,6.9560615384615385,47226,South,South Atlantic
2019,1,South Dakota,2019 Q1,8.655442857142857,54510,Midwest,West North Central
2019,2,South Dakota,2019 Q2,4.721971428571428,54440,Midwest,West North Central
2019,3,South Dakota,2019 Q3,4.783957142857142,55936,Midwest,West North Central
2019,4,South Dakota,2019 Q4,4.882157142857143,56304,Midwest,West North Central
2019,1,Tennessee,2019 Q1,6.6122625,48855,South,East South Central
2019,2,Tennessee,2019 Q2,7.8047625,49192,South,East South Central
2019,3,Tennessee,2019 Q3,9.6379875,49502,South,East South Central
2019,4,Tennessee,2019 Q4,7.081164285714286,49759,South,East South Central
2019,1,Texas,2019 Q1,7.445142857142858,53552,South,West South Central
2019,2,Texas,2019 Q2,9.924142857142858,53852,South,West South Central
2019,3,Texas,2019 Q3,8.874635000000001,54227,South,West South Central
2019,4,Texas,2019 Q4,8.610716666666667,54603,South,West South Central
2019,1,Utah,2019 Q1,7.312792307692307,48082,West,Mountain
2019,2,Utah,2019 Q2,3.3244461538461536,48152,West,Mountain
2019,3,Utah,2019 Q3,5.851853846153846,48752,West,Mountain
2019,4,Utah,2019 Q4,7.939223076923077,49310,West,Mountain
2019,1,Vermont,2019 Q1,5.39375,54960,Northeast,New England
2019,2,Vermont,2019 Q2,3.4875,55226,Northeast,New England
2019,3,Vermont,2019 Q3,5.396100000000001,55659,Northeast,New England
2019,4,Vermont,2019 Q4,4.5114,55867,Northeast,New England
2019,1,Virginia,2019 Q1,6.445004761904762,58353,South,South Atlantic
2019,2,Virginia,2019 Q2,6.560176190476191,58817,South,South Atlantic
2019,3,Virginia,2019 Q3,7.926528571428571,59342,South,South Atlantic
2019,4,Virginia,2019 Q4,6.724785714285714,59760,South,South Atlantic
2019,1,Washington,2019 Q1,9.8649,63275,West,Pacific
2019,2,Washington,2019 Q2,4.59555,63884,West,Pacific
2019,3,Washington,2019 Q3,5.301975,64436,West,Pacific
2019,4,Washington,2019 Q4,12.339475,65123,West,Pacific
2019,1,West Virginia,2019 Q1,8.214673333333334,42699,South,South Atlantic
2019,2,West Virginia,2019 Q2,7.143726666666667,43012,South,South Atlantic
2019,3,West Virginia,2019 Q3,8.926246666666666,43123,South,South Atlantic
2019,4,West Virginia,2019 Q4,7.9941571428571425,42928,South,South Atlantic
2019,1,Wisconsin,2019 Q1,10.6956,52371,Midwest,East North Central
2019,2,Wisconsin,2019 Q2,5.8100000000000005,52774,Midwest,East North Central
2019,3,Wisconsin,2019 Q3,7.1213,52908,Midwest,East North Central
2019,4,Wisconsin,2019 Q4,7.8283249999999995,53502,Midwest,East North Central
2019,1,Wyoming,2019 Q1,5.114841666666667,63294,West,Mountain
2019,2,Wyoming,2019 Q2,2.906545833333333,63786,West,Mountain
2019,3,Wyoming,2019 Q3,4.391925,64536,West,Mountain
2019,4,Wyoming,2019 Q4,4.044520833333333,64732,West,Mountain
